trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.78824105067628,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9900498337491681}",30,0,-217.86220254854652,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.9801986733067553}",25,0,-43.77906136956715,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9704455335485082}",30,0,-203.50226492660002,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
5,False,"{'a': 0.5, 'e': 0.9607894391523232}",30,0,-227.9173692146452,"{0: 17, 1: 0, 2: 9, 3: 0, 4: 4}",0
6,False,"{'a': 0.5, 'e': 0.951229424500714}",20,0,-37.70903985431537,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9417645335842487}",30,0,-148.66513619515976,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,0,-33.82380810713514,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9231163463866358}",30,0,-216.05227407159532,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9139311852712282}",20,0,-142.57343049359454,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.9048374180359595}",20,0,-30.294891103719067,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8958341352965282}",20,0,-15.660376977004836,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.8869204367171575}",25,0,-207.43594749426296,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.8780954309205613}",20,0,-27.54737761601539,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.8693582353988059}",30,0,-122.01382513145415,"{0: 21, 1: 2, 2: 0, 3: 7, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.8607079764250578}",25,0,-124.0472815400002,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8521437889662113}",25,0,-117.57872378088963,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8436648165963837}",20,0,-152.601345854268,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-88.62396669735409,"{0: 10, 1: 0, 2: 10, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.8269591339433623}",20,0,-73.16748490755343,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,0,-46.43005625826721,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8105842459701871}",25,0,-192.42437564302722,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.8025187979624785}",20,0,-66.82052042987215,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.794533602503334}",25,0,-202.92890077084556,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.7866278610665535}",25,0,-111.16149741575624,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.7788007830714049}",20,0,-53.31850265650061,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.7710515858035663}",20,0,-104.16861914481308,"{0: 9, 1: 8, 2: 1, 3: 1, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.7633794943368531}",25,0,-75.49438396634105,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7557837414557255}",25,0,-97.21680763509482,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7482635675785653}",30,0,-66.66201048649883,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7408182206817179}",30,0,-161.25192626350872,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.7334469562242892}",25,0,-105.97528099828385,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.7261490370736909}",30,0,-87.77058068057624,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7189237334319262}",20,9,-115.88352482145982,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 3}",1
35,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,0,-30.352055981789924,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.7046880897187134}",30,13,-34.84445044854593,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.697676326071031}",30,0,-90.05435359046162,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.6907343306373547}",30,0,-114.49518198494516,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.6838614092123558}",20,0,-80.00449714949423,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6770568744981647}",25,13,7.988907403367653,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.6703200460356393}",30,2,-132.16177254217354,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 3}",1
42,False,"{'a': 0.5, 'e': 0.6636502501363194}",25,0,-167.13475052375074,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.6570468198150567}",25,0,-108.70100250939393,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,0,-94.84904064550365,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.6440364210831414}",30,0,-110.21189359956091,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6376281516217733}",30,0,-2.5101000062228187,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.631283645506926}",25,0,-11.710560022748554,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.6250022682827008}",30,0,-92.4206340810999,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.6187833918061408}",25,0,-56.52030447433657,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6126263941844161}",35,0,-201.69508040586098,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 5}",0
51,False,"{'a': 0.5, 'e': 0.6065306597126334}",35,9,-23.98174207811416,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.6004955788122659}",25,4,-56.08409382077734,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 2}",1
53,False,"{'a': 0.5, 'e': 0.5945205479701944}",20,0,-15.856653697101278,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.5886049696783552}",20,0,-134.3255480056257,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,7,-7.031356028869133,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,0,-49.99383804423851,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,15,8.935736436349625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5655254386995371}",30,17,-14.701183789591187,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.559898366565402}",25,0,-38.470816583581865,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,0,-89.12624594308916,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,0,-39.53388460112474,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.5433508690744998}",25,0,-47.04174251673313,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.5379444375946745}",30,18,21.352686141566394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,0,-58.205890225723465,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.5272924240430485}",35,18,-8.037746089715899,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.522045776761016}",25,0,-34.82873621938865,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5168513344916992}",25,0,-140.29188700925448,"{0: 16, 1: 1, 2: 3, 3: 4, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5117085777865424}",25,0,-77.75538264056456,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.5066169923655895}",20,0,-94.25348340147174,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.5015760690660555}",35,0,-34.11131477671929,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.49658530379140947}",30,0,-39.760491205240136,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.4916441974609651}",30,9,-30.716478126173563,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,11,-66.79709441574524,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.48190899009020244}",30,0,-139.53207916246254,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.4771139155210344}",25,0,-28.890520642544416,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,0,-26.73932245473017,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46766642700990924}",20,0,-47.69493968338929,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.46301306831122807}",20,5,-12.040777808050333,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.4584060113052235}",25,15,-39.64667688162259,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.45384479528235583}",20,15,9.1666411935297,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,5,3.875820166839836,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4448580662229411}",25,2,-19.329509010502953,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.44043165450599925}",20,0,7.907284898586087,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.43604928632153556}",20,0,-30.209542249805107,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,5,-0.37947343722412263,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4274149319487267}",20,7,-13.476602895689183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.4231620823177488}",20,0,-7.424577674588461,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.418951549247639}",20,3,3.5436355210932087,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4147829116815814}",25,10,-46.799429526488254,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,11,-0.5870299759940361,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.4065696597405991}",25,10,1.2440566832833992,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.40252422403363597}",20,0,-70.02202253054406,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.39851904108451414}",30,2,-61.80406629717909,"{0: 23, 1: 3, 2: 0, 3: 0, 4: 2}",1
94,False,"{'a': 0.5, 'e': 0.3945537103716011}",20,13,-5.619814802889401,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.3906278353585211}",30,9,-29.396308093369107,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.3867410234545012}",25,0,-137.94155999598553,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.38289288597511206}",25,0,-55.81769628342912,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.37908303810339883}",25,2,-36.20676631017549,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.37531109885139957}",20,0,-29.580711152686217,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,6,20.89974270139346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,0,-2.8968581458619562,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,0,-4.2217773826389156,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.3605949401730783}",20,8,12.028238343657268,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.3570069605691474}",20,0,27.71502102019088,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.35345468195878016}",25,6,-78.04870650047569,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.3499377491111553}",30,0,-42.50173247518529,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.3464558103300574}",20,0,16.318977197975222,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.34300851741870664}",20,0,-16.972635759544172,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,0,-35.41144260557352,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.3362164937067333}",30,0,-28.669908276546085,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,0,22.530014537941444,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.32955896107518906}",30,0,-20.467504852339573,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.32627979462303947}",20,0,-7.304934246485372,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3230332564222529}",20,0,-52.22688831335101,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.31981902181630384}",25,15,-47.03054976033968,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.31663676937905316}",25,9,-10.668307100887233,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,11,-37.32141563859148,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,14,11.78110769608717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,4,-9.67501903415427,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.3042212640667041}",25,10,2.1539074152489244,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,5,-7.5739076257788485,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2981972794298874}",25,11,8.443687001561633,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,5,-28.725863043504475,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,13,11.781665082060021,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,7,-65.95987093041501,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.2865047968601901}",20,1,-55.533917747445614,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,11,-10.879911428165459,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2808316217783798}",20,16,8.106939108136682,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,0,-53.68790701618982,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,0,-33.62359305105919,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,8,21.993366320277868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2698200563846868}",25,14,6.904956908364092,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26713530196585034}",20,0,-4.912491079357705,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.26447726129982396}",25,7,-73.57803862611955,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.261845668580326}",30,16,-2.0207742377004765,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,12,19.95101478920983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,17,-67.87437794079736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
138,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,0,9.43211829873215,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.25157855305975646}",25,5,-42.21118680501439,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.24907530463166816}",30,22,3.1049544146173753,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,8,14.296365492152695,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,11,13.895886426654533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.24171401689703645}",30,10,37.64196004349829,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,0,-33.79211120541402,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,20,10.846400225017202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23457028809379765}",25,18,11.464738715439248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,1,22.343895404335697,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22992548518672384}",35,21,21.449997836018966,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,0,-47.9193222386822,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.22537265553943872}",30,15,28.36075429171146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,16,7.416369882764746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2209099779593782}",30,17,25.179706461267077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21871188695221475}",30,9,-0.30153032713941563,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,0,26.931160810507176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.21438110142697794}",25,15,18.701095407042057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,6,0.2722171841507668,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,0,10.325221383108726,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,1,14.428515271819695,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,11,14.579931119305812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,15,8.535244759037363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,6,-28.388728544403797,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,11,-11.817283261002949,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,0,-59.876353832896214,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
164,False,"{'a': 0.5, 'e': 0.19592957412690934}",35,0,22.060419279084066,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.19398004229089189}",35,20,9.304484506024217,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.19204990862075408}",20,4,29.758549516648568,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,0,-16.97234932357881,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,18,-6.450810246434246,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18637397603940997}",30,9,17.96713580916404,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18451952399298926}",30,16,-23.682412982638805,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,0,-33.91669008830226,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,0,4.795976424335198,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,8,-29.78493805655021,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.17728440996987782}",25,0,15.759525779345118,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.17552040061699686}",30,13,22.629987173930182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,9,-48.382986736387686,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.17204486382305054}",20,0,16.965735761016354,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.17033298882540943}",30,0,12.923689880105274,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.1686381472685955}",30,15,29.356147598250658,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.1669601696670407}",30,10,-29.625268795930435,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,8,-20.943186933128832,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,0,8.6365662763959,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,12,15.817387602856845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,13,11.378710748160636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
